U,U_xi_plus,U_xi_minus
1e-05,1.0000000000250001e-05,-1.0000000000250001e-05
0.00013501437678459807,0.00013501437739988836,-0.00013501437739988836
0.0002600287535691962,0.0002600287579646543,-0.0002600287579646543
0.0003850431303537942,0.0003850431446252469,-0.0003850431446252469
0.0005100575071383923,0.0005100575403123665,-0.0005100575403123665
0.0006350718839229904,0.0006350719479567147,-0.0006350719479567147
0.0007600862607075884,0.0007600863704889952,-0.0007600863704889952
0.0008851006374921865,0.0008851008108399144,-0.0008851008108399144
0.0010101150142767846,0.0010101152719401815,-0.0010101152719401815
0.0011351293910613826,0.0011351297567205095,-0.0011351297567205095
0.0012601437678459808,0.001260144268111615,-0.001260144268111615
0.0013851581446305788,0.0013851588090442193,-0.0013851588090442193
0.0015101725214151768,0.0015101733824490486,-0.0015101733824490486
0.001635186898199775,0.0016351879912568355,-0.0016351879912568355
0.001760201274984373,0.0017602026383983166,-0.0017602026383983166
0.0018852156517689712,0.0018852173268042373,-0.0018852173268042373
0.0020102300285535692,0.002010232059405348,-0.002010232059405348
0.0021352444053381672,0.002135246839132408,-0.002135246839132408
0.0022602587821227652,0.0022602616689161837,-0.0022602616689161837
0.0023852731589073637,0.0023852765516874513,-0.0023852765516874513
0.0025102875356919616,0.002510291490376994,-0.002510291490376994
0.0026353019124765596,0.002635306487915605,-0.002635306487915605
0.0027603162892611576,0.002760321547234089,-0.002760321547234089
0.0028853306660457556,0.00288533667126326,-0.00288533667126326
0.0030103450428303536,0.003010351862933942,-0.003010351862933942
0.003135359419614952,0.003135367125176973,-0.003135367125176973
0.00326037379639955,0.0032603824609232007,-0.0032603824609232007
0.003385388173184148,0.0033853978731034854,-0.0033853978731034854
0.003510402549968746,0.003510413364648702,-0.003510413364648702
0.003635416926753344,0.003635428938489737,-0.003635428938489737
0.0037604313035379425,0.003760444597557492,-0.003760444597557492
0.0038854456803225404,0.0038854603447828827,-0.0038854603447828827
0.004010460057107138,0.004010476183096839,-0.004010476183096839
0.004135474433891736,0.004135492115430307,-0.004135492115430307
0.004260488810676334,0.00426050814471425,-0.00426050814471425
0.004385503187460932,0.004385524273879645,-0.004385524273879645
0.00451051756424553,0.0045105405058574865,-0.0045105405058574865
0.004635531941030128,0.004635556843578789,-0.004635556843578789
0.004760546317814727,0.004760573289974583,-0.004760573289974583
0.004885560694599325,0.004885589847975915,-0.004885589847975915
0.005010575071383923,0.005010606520513856,-0.005010606520513856
0.005135589448168521,0.00513562331051949,-0.00513562331051949
0.005260603824953119,0.005260640220923927,-0.005260640220923927
0.005385618201737717,0.005385657254658293,-0.005385657254658293
0.005510632578522315,0.005510674414653737,-0.005510674414653737
0.005635646955306913,0.005635691703841428,-0.005635691703841428
0.005760661332091511,0.005760709125152559,-0.005760709125152559
0.005885675708876109,0.005885726681518342,-0.005885726681518342
0.006010690085660707,0.006010744375870016,-0.006010744375870016
0.006135704462445306,0.00613576221113884,-0.00613576221113884
0.006260718839229904,0.006260780190256098,-0.006260780190256098
0.006385733216014502,0.006385798316153099,-0.006385798316153099
0.0065107475927991,0.006510816591761177,-0.006510816591761177
0.006635761969583698,0.006635835020011689,-0.006635835020011689
0.006760776346368296,0.006760853603836021,-0.006760853603836021
0.006885790723152894,0.006885872346165582,-0.006885872346165582
0.007010805099937492,0.007010891249931811,-0.007010891249931811
0.00713581947672209,0.007135910318066175,-0.007135910318066175
0.007260833853506688,0.007260929553500163,-0.007260929553500163
0.0073858482302912865,0.0073859489591653,-0.0073859489591653
0.0075108626070758844,0.0075109685379931325,-0.0075109685379931325
0.0076358769838604824,0.007635988292915241,-0.007635988292915241
0.0077608913606450804,0.007761008226863236,-0.007761008226863236
0.007885905737429678,0.007886028342768756,-0.007886028342768756
0.008010920114214276,0.008011048643563471,-0.008011048643563471
0.008135934490998874,0.008136069132179085,-0.008136069132179085
0.008260948867783472,0.008261089811547327,-0.008261089811547327
0.00838596324456807,0.008386110684599966,-0.008386110684599966
0.008510977621352668,0.0085111317542688,-0.0085111317542688
0.008635991998137266,0.00863615302348566,-0.00863615302348566
0.008761006374921864,0.008761174495182412,-0.008761174495182412
0.008886020751706462,0.008886196172290957,-0.008886196172290957
0.00901103512849106,0.009011218057743228,-0.009011218057743228
0.009136049505275658,0.009136240154471195,-0.009136240154471195
0.009261063882060256,0.009261262465406865,-0.009261262465406865
0.009386078258844856,0.009386284993482282,-0.009386284993482282
0.009511092635629454,0.00951130774162952,-0.00951130774162952
0.009636107012414052,0.009636330712780696,-0.009636330712780696
0.00976112138919865,0.009761353909867966,-0.009761353909867966
0.009886135765983248,0.009886377335823522,-0.009886377335823522
0.010011150142767846,0.010011400993579592,-0.010011400993579592
0.010136164519552444,0.01013642488606845,-0.01013642488606845
0.010261178896337042,0.010261449016222403,-0.010261449016222403
0.01038619327312164,0.010386473386973802,-0.010386473386973802
0.010511207649906238,0.010511498001255039,-0.010511498001255039
0.010636222026690836,0.010636522861998544,-0.010636522861998544
